edge,node_i,node_j,x_i_flat_mm,y_i_flat_mm,x_j_flat_mm,y_j_flat_mm,rest_length_mm,direct_stretch,relaxed_stretch,relaxed_strain_pct,boundary_edge,x_i_relaxed_mm,y_i_relaxed_mm,z_i_relaxed_mm,x_j_relaxed_mm,y_j_relaxed_mm,z_j_relaxed_mm
80,57,58,-32.0,-22.557528060401083,-32.0,-17.938725906884073,4.618802153517009,1.0343998901420557,1.5323479329672511,53.234793296725115,True,-32.483293858982435,-22.575007086539035,36.237107807806936,-31.13078087229656,-18.106203233082468,30.91798274719311
81,59,60,-20.0,-15.629324830125572,-16.0,-17.938725906884073,4.618802153517005,1.091307555214923,1.2257343348823289,22.573433488232887,False,-23.890126957520263,-18.652491949885828,17.054554599592453,-19.790740243210116,-21.647969858076898,14.54978579950775
82,59,75,-20.0,-15.629324830125572,-20.0,-11.010526138817669,4.618798691307903,1.0146407506357482,1.2479953261501717,24.79953261501717,False,-23.890126957520263,-18.652491949885828,17.054554599592453,-23.21049089259958,-13.451786590824923,14.66348540312465
83,60,61,-16.0,-17.938725906884073,-12.0,-15.629324830125572,4.618802153517005,1.1440066412202643,1.3242388842279802,32.42388842279802,False,-19.790740243210116,-21.647969858076898,14.54978579950775,-15.622279984169428,-19.47824414213896,10.634872433106759
84,61,62,-12.0,-15.629324830125572,-7.999999999999999,-17.938725906884073,4.618802153517006,1.0117965110514642,1.2607548682884187,26.075486828841864,False,-15.622279984169428,-19.47824414213896,10.634872433106759,-10.545296626727804,-22.02413289485038,9.349538109845106
85,61,78,-12.0,-15.629324830125572,-12.0,-11.010526138817669,4.618798691307903,1.0105050607497563,1.2624914108826535,26.249141088265347,False,-15.622279984169428,-19.47824414213896,10.634872433106759,-15.132255546359033,-13.951856123600637,8.839954270552095
86,62,63,-7.999999999999999,-17.938725906884073,-3.9999999999999996,-15.629324830125572,4.618802153517005,1.040812501429297,1.3173075756231858,31.73075756231858,False,-10.545296626727804,-22.02413289485038,9.349538109845106,-5.435637539237503,-19.66880348828882,7.0336096343034935
87,63,64,-3.9999999999999996,-15.629324830125572,8.881784197001252e-16,-17.938725906884073,4.618802153517005,1.0022008528683555,1.2903105210720751,29.03105210720751,False,-5.435637539237503,-19.66880348828882,7.0336096343034935,0.04265380361997547,-21.977980890327892,7.450642996905399
88,63,80,-3.9999999999999996,-15.629324830125572,-3.999999999999999,-11.010526138817669,4.618798691307903,1.0091586191180022,1.2627532790248415,26.275327902484147,False,-5.435637539237503,-19.66880348828882,7.0336096343034935,-5.22490937564066,-14.026302960269131,5.572545490102375
89,64,65,8.881784197001252e-16,-17.938725906884073,3.9999932183159728,-15.629324830125572,4.618796280407601,1.0022008709557777,1.2901438135081935,29.014381350819352,False,0.04265380361997547,-21.977980890327892,7.450642996905399,5.527176721881273,-19.682093949498473,7.053733501615155
